 ######################################################################
 #Data for Case=           3
 #   ALPHA,             N,       ITERATIONS, VW,          UMAX ,       UAVG,           UTAU1,          UTAU2    
  #  9.99999975E-05    1001      2242  1.28400002E+01  1.30459351E+01  7.98839294E+00  3.81034099E-01  2.17050659E-01
 ######################################################################
 # YPAD(I)/H,     U(I)/VW	
  5.78637897E-01  6.47683042E-01
  5.79655190E-01  6.47906840E-01
  5.80672382E-01  6.48130475E-01
  5.81689472E-01  6.48354006E-01
  5.82706461E-01  6.48577373E-01
  5.83723348E-01  6.48800638E-01
  5.84740133E-01  6.49023740E-01
  5.85756816E-01  6.49246743E-01
  5.86773398E-01  6.49469580E-01
  5.87789878E-01  6.49692323E-01
  5.88806257E-01  6.49914899E-01
  5.89822534E-01  6.50137384E-01
  5.90838709E-01  6.50359701E-01
  5.91854783E-01  6.50581931E-01
  5.92870755E-01  6.50803991E-01
  5.93886625E-01  6.51025969E-01
  5.94902394E-01  6.51247775E-01
  5.95918061E-01  6.51469503E-01
  5.96933627E-01  6.51691059E-01
  5.97949091E-01  6.51912540E-01
  5.98964454E-01  6.52133847E-01
  5.99979715E-01  6.52355085E-01
  6.00994875E-01  6.52576147E-01
  6.02009933E-01  6.52797144E-01
  6.03024889E-01  6.53017965E-01
  6.04039744E-01  6.53238724E-01
  6.05054498E-01  6.53459306E-01
  6.06069150E-01  6.53679832E-01
  6.07083701E-01  6.53900178E-01
  6.08098150E-01  6.54120474E-01
  6.09112498E-01  6.54340588E-01
  6.10126744E-01  6.54560657E-01
  6.11140889E-01  6.54780543E-01
  6.12154933E-01  6.55000390E-01
  6.13168875E-01  6.55220051E-01
  6.14182716E-01  6.55439679E-01
  6.15196455E-01  6.55659119E-01
  6.16210093E-01  6.55878532E-01
  6.17223630E-01  6.56097755E-01
  6.18237065E-01  6.56316958E-01
  6.19250399E-01  6.56535968E-01
  6.20263631E-01  6.56754965E-01
  6.21276763E-01  6.56973767E-01
  6.22289793E-01  6.57192561E-01
  6.23302721E-01  6.57411159E-01
  6.24315549E-01  6.57629757E-01
  6.25328275E-01  6.57848155E-01
  6.26340900E-01  6.58066560E-01
  6.27353423E-01  6.58284764E-01
  6.28365846E-01  6.58502981E-01
